ID,Name,Overall Rating,No. of Ratings,Work Life Balance,Culture And Values,Senior Leadership,Compensation and Benefits,Career Opportunities,Sector,Industry Name,Website,Glassdoor
650125,Ganapathi Services,4.0,1,0.0,0.0,0.0,0.0,0.0,Consumer Services,"Health, Beauty, & Fitness",,https://www.glassdoor.com/Overview/Working-at-Ganapathi Services-EI_IE650125.htm
630716,Indus-League Clothing,4.0,1,2.0,4.0,3.0,3.0,4.0,Business Services,Advertising & Marketing,www.indus-league.com,https://www.glassdoor.com/Overview/Working-at-Indus-League Clothing-EI_IE630716.htm
630293,Excel Traders,3.0,1,3.0,4.0,3.0,2.0,3.0,Retail,"Department, Clothing, & Shoe Stores",,https://www.glassdoor.com/Overview/Working-at-Excel Traders-EI_IE630293.htm
628386,Indulge,4.0,1,3.0,3.0,3.0,2.0,4.0,Business Services,Advertising & Marketing,www.indulge.asia,https://www.glassdoor.com/Overview/Working-at-Indulge-EI_IE628386.htm
628956,Sicuro Technology Solutions,4.0,1,4.0,4.0,4.0,5.0,4.0,Information Technology,IT Services,www.sicurosolutions.com,https://www.glassdoor.com/Overview/Working-at-Sicuro Technology Solutions-EI_IE628956.htm
628863,IRTU INDIA,4.0,1,0.0,0.0,0.0,0.0,0.0,Business Services,Consulting,www.irtuindia.com,https://www.glassdoor.com/Overview/Working-at-IRTU INDIA-EI_IE628863.htm
629597,Grantools,5.0,1,3.0,4.0,3.0,3.0,4.0,Manufacturing,Industrial Manufacturing,,https://www.glassdoor.com/Overview/Working-at-Grantools-EI_IE629597.htm
625678,Saolapurkar & Associates,3.0,1,2.0,3.0,3.0,2.0,2.0,Business Services,Architectural & Engineering Services,,https://www.glassdoor.com/Overview/Working-at-Saolapurkar & Associates-EI_IE625678.htm
625642,Saumya DSM Infratech,3.0,1,2.0,2.0,2.0,2.0,2.0,"Oil, Gas, Energy & Utilities",Oil & Gas Services,www.saumyadsm.com,https://www.glassdoor.com/Overview/Working-at-Saumya DSM Infratech-EI_IE625642.htm
633110,Technovations Software,1.0,1,1.0,1.0,1.0,1.0,1.0,Information Technology,Computer Hardware & Software,www.technovations.com,https://www.glassdoor.com/Overview/Working-at-Technovations Software-EI_IE633110.htm
633406,CityKhoj,3.0,1,0.0,0.0,0.0,0.0,5.0,Information Technology,Internet,citykhoj.com,https://www.glassdoor.com/Overview/Working-at-CityKhoj-EI_IE633406.htm
633281,SR Nova,4.0,1,0.0,0.0,0.0,0.0,0.0,Media,Publishing,www.srnova.com,https://www.glassdoor.com/Overview/Working-at-SR Nova-EI_IE633281.htm
632723,Nagaraj Technologies,3.0,1,0.0,0.0,0.0,0.0,0.0,Information Technology,Computer Hardware & Software,www.ntlindia.com,https://www.glassdoor.com/Overview/Working-at-Nagaraj Technologies-EI_IE632723.htm
637571,S-Oppnox EBusiness Solutions,0.0,1,0.0,0.0,0.0,0.0,0.0,Business Services,Advertising & Marketing,www.soppnox.com,https://www.glassdoor.com/Overview/Working-at-S-Oppnox EBusiness Solutions-EI_IE637571.htm
637783,Thakur Anant Singh College of Education,4.0,1,3.0,3.0,5.0,3.0,4.0,Education,Colleges & Universities,tascollege.com,https://www.glassdoor.com/Overview/Working-at-Thakur Anant Singh College of Education-EI_IE637783.htm
635633,Talentware,3.0,1,5.0,5.0,5.0,5.0,4.0,Business Services,Consulting,www.talentware.in,https://www.glassdoor.com/Overview/Working-at-Talentware-EI_IE635633.htm
686195,VTSK Solutions,5.0,1,5.0,4.0,5.0,5.0,5.0,Business Services,Commercial Printing,,https://www.glassdoor.com/Overview/Working-at-VTSK Solutions-EI_IE686195.htm
693358,FRR Forex,3.0,1,3.0,3.0,3.0,2.0,2.0,Finance,Investment Banking & Asset Management,www.frrforex.in,https://www.glassdoor.com/Overview/Working-at-FRR Forex-EI_IE693358.htm
693646,Manthan Legal,5.0,1,5.0,4.0,4.0,3.0,4.0,Accounting & Legal,Accounting,www.manthanlegal.com,https://www.glassdoor.com/Overview/Working-at-Manthan Legal-EI_IE693646.htm
692668,Midas HR India,5.0,1,5.0,5.0,5.0,5.0,5.0,Accounting & Legal,Accounting,www.midashrindia.com,https://www.glassdoor.com/Overview/Working-at-Midas HR India-EI_IE692668.htm
692419,ASC Independent PU College,4.0,1,4.0,4.0,4.0,3.0,2.0,Education,Colleges & Universities,,https://www.glassdoor.com/Overview/Working-at-ASC Independent PU College-EI_IE692419.htm
692339,Weigh Control Systems,3.0,1,2.0,1.0,1.0,1.0,1.0,Manufacturing,Industrial Manufacturing,www.weighmatics.in,https://www.glassdoor.com/Overview/Working-at-Weigh Control Systems-EI_IE692339.htm
691273,Ability Group,4.0,1,5.0,5.0,4.0,3.0,3.0,Business Services,Advertising & Marketing,www.abilitygroup.in,https://www.glassdoor.com/Overview/Working-at-Ability Group-EI_IE691273.htm
696023,Valmark Builders,1.0,1,1.0,1.0,1.0,1.0,1.0,"Construction, Repair & Maintenance",Construction,www.valmark.in,https://www.glassdoor.com/Overview/Working-at-Valmark Builders-EI_IE696023.htm
677233,IBC Verification Services,2.0,1,2.0,3.0,1.0,1.0,2.0,Business Services,Advertising & Marketing,www.ibcindia.co.in,https://www.glassdoor.com/Overview/Working-at-IBC Verification Services-EI_IE677233.htm
677378,King Size VPS,5.0,1,4.0,5.0,4.0,4.0,5.0,Information Technology,Internet,www.kingsizevps.com,https://www.glassdoor.com/Overview/Working-at-King Size VPS-EI_IE677378.htm
674589,Noble Seeds,4.0,1,3.0,4.0,5.0,3.0,4.0,Agriculture & Forestry,Food Production,www.nobleseeds.org,https://www.glassdoor.com/Overview/Working-at-Noble Seeds-EI_IE674589.htm
673935,Suprabha Colorgrafix,3.0,1,3.0,3.0,3.0,4.0,3.0,Business Services,Advertising & Marketing,www.scpl.net,https://www.glassdoor.com/Overview/Working-at-Suprabha Colorgrafix-EI_IE673935.htm
680263,Transcend Automation,2.0,1,1.0,2.0,1.0,1.0,2.0,Manufacturing,Electrical & Electronic Manufacturing,,https://www.glassdoor.com/Overview/Working-at-Transcend Automation-EI_IE680263.htm
680284,Amba-Tex Global,5.0,1,3.0,3.0,3.0,4.0,3.0,Manufacturing,Consumer Products Manufacturing,www.ambaglobal.com,https://www.glassdoor.com/Overview/Working-at-Amba-Tex Global-EI_IE680284.htm
685167,GloFox Networks,5.0,1,5.0,5.0,5.0,4.0,4.0,Business Services,Advertising & Marketing,www.glofox.com,https://www.glassdoor.com/Overview/Working-at-GloFox Networks-EI_IE685167.htm
684838,Axil Tech,4.0,1,4.0,4.0,3.0,4.0,4.0,Accounting & Legal,Accounting,www.axiltech.com,https://www.glassdoor.com/Overview/Working-at-Axil Tech-EI_IE684838.htm
660387,Isleen Solutions,5.0,1,4.0,5.0,4.0,4.0,5.0,Information Technology,IT Services,www.isleen.com,https://www.glassdoor.com/Overview/Working-at-Isleen Solutions-EI_IE660387.htm
670715,Web 2 Business,5.0,1,3.0,2.0,4.0,5.0,3.0,Business Services,Consulting,www.web2b.in,https://www.glassdoor.com/Overview/Working-at-Web 2 Business-EI_IE670715.htm
667895,Alackrity Consols,2.0,1,2.0,2.0,2.0,2.0,3.0,Information Technology,Internet,www.aconsol.com,https://www.glassdoor.com/Overview/Working-at-Alackrity Consols-EI_IE667895.htm
668218,Samruddhi Group,4.0,1,4.0,4.0,4.0,4.0,4.0,"Construction, Repair & Maintenance",Construction,www.samruddhigroup.com,https://www.glassdoor.com/Overview/Working-at-Samruddhi Group-EI_IE668218.htm
665069,Bellsoftech,1.0,1,1.0,1.0,1.0,2.0,1.0,Information Technology,IT Services,www.bellsoftech.com,https://www.glassdoor.com/Overview/Working-at-Bellsoftech-EI_IE665069.htm
664172,Carmentech,4.0,1,0.0,0.0,0.0,0.0,0.0,Information Technology,Computer Hardware & Software,www.carmentech.com,https://www.glassdoor.com/Overview/Working-at-Carmentech-EI_IE664172.htm
578943,DK Infrastucture,4.0,1,5.0,5.0,5.0,5.0,5.0,"Construction, Repair & Maintenance",Construction,www.dkinfra.com,https://www.glassdoor.com/Overview/Working-at-DK Infrastucture-EI_IE578943.htm
578722,Thandu Engineering,4.0,1,3.0,2.0,4.0,2.0,3.0,Manufacturing,Industrial Manufacturing,www.thanduindia.com,https://www.glassdoor.com/Overview/Working-at-Thandu Engineering-EI_IE578722.htm
576334,Innomedia Technologies,4.0,1,2.0,4.0,3.0,3.0,5.0,Telecommunications,"Cable, Internet & Telephone Providers",,https://www.glassdoor.com/Overview/Working-at-Innomedia Technologies-EI_IE576334.htm
577124,Elucido Media Networks,4.0,1,5.0,4.0,4.0,3.0,5.0,Information Technology,Computer Hardware & Software,www.elucido.com,https://www.glassdoor.com/Overview/Working-at-Elucido Media Networks-EI_IE577124.htm
577866,R and R Alutech,4.0,1,5.0,4.0,4.0,3.0,3.0,"Construction, Repair & Maintenance",Construction,www.randralutech.com,https://www.glassdoor.com/Overview/Working-at-R and R Alutech-EI_IE577866.htm
577920,3 Production Wedding Planning & Decor,4.0,1,3.0,3.0,3.0,3.0,3.0,Business Services,Advertising & Marketing,www.3productionweddings.com,https://www.glassdoor.com/Overview/Working-at-3 Production Wedding Planning & Decor-EI_IE577920.htm
577329,Omniscient Electronics,3.0,1,1.0,3.0,2.0,1.0,3.0,Business Services,Wholesale,www.omniscientelectronics.com,https://www.glassdoor.com/Overview/Working-at-Omniscient Electronics-EI_IE577329.htm
572128,Peakok Jewellery,3.0,1,4.0,3.0,2.0,2.0,2.0,Retail,"Department, Clothing, & Shoe Stores",www.peakok.co.in,https://www.glassdoor.com/Overview/Working-at-Peakok Jewellery-EI_IE572128.htm
570395,Mastbaby.com,5.0,1,5.0,4.0,4.0,4.0,4.0,Information Technology,Computer Hardware & Software,mastbaby.com,https://www.glassdoor.com/Overview/Working-at-Mastbaby.com-EI_IE570395.htm
570141,Emerging Young Leaders,5.0,1,0.0,0.0,0.0,0.0,4.0,Non-Profit,Social Assistance,www.eylglobal.com,https://www.glassdoor.com/Overview/Working-at-Emerging Young Leaders-EI_IE570141.htm
570075,NV Dynamics,4.0,1,3.0,4.0,4.0,3.0,4.0,Business Services,Architectural & Engineering Services,www.nvdynamics.com,https://www.glassdoor.com/Overview/Working-at-NV Dynamics-EI_IE570075.htm
575743,Sri Sastha Solutions,4.0,1,4.0,4.0,4.0,4.0,4.0,Information Technology,IT Services,www.srisasthasolutions.com,https://www.glassdoor.com/Overview/Working-at-Sri Sastha Solutions-EI_IE575743.htm
574919,Accurate Info-Media,5.0,1,5.0,5.0,5.0,4.0,3.0,Information Technology,Computer Hardware & Software,accuinfo.in,https://www.glassdoor.com/Overview/Working-at-Accurate Info-Media-EI_IE574919.htm
588844,Xinfotainment,5.0,1,5.0,5.0,5.0,5.0,5.0,Information Technology,Computer Hardware & Software,www.xinfotainment.com,https://www.glassdoor.com/Overview/Working-at-Xinfotainment-EI_IE588844.htm
588410,S.V.I.T.,3.0,1,4.0,4.0,2.0,4.0,3.0,Education,Colleges & Universities,svitvasad.ac.in,https://www.glassdoor.com/Overview/Working-at-S.V.I.T.-EI_IE588410.htm
589903,Fisheye Creative Solution,5.0,1,5.0,5.0,5.0,4.0,3.0,Accounting & Legal,Accounting,www.fisheyecreative.com,https://www.glassdoor.com/Overview/Working-at-Fisheye Creative Solution-EI_IE589903.htm
590051,Ethos Werbung,5.0,1,5.0,5.0,5.0,5.0,5.0,Business Services,Advertising & Marketing,www.ethoswerbung.com,https://www.glassdoor.com/Overview/Working-at-Ethos Werbung-EI_IE590051.htm
583861,E-Disha Infotech,3.0,1,4.0,3.0,3.0,3.0,3.0,Information Technology,Computer Hardware & Software,www.edulight.net,https://www.glassdoor.com/Overview/Working-at-E-Disha Infotech-EI_IE583861.htm
586383,Brindco Sales,3.0,1,1.0,1.0,1.0,2.0,1.0,Manufacturing,Food & Beverage Manufacturing,www.brindco.com,https://www.glassdoor.com/Overview/Working-at-Brindco Sales-EI_IE586383.htm
586196,Global-Tech Software Solutions,4.0,1,4.0,4.0,5.0,3.0,3.0,Education,Education Training Services,global-techsofts.com,https://www.glassdoor.com/Overview/Working-at-Global-Tech Software Solutions-EI_IE586196.htm
590832,Suprawin Technologies,1.0,1,3.0,3.0,3.0,1.0,1.0,Information Technology,IT Services,www.suprawin.com,https://www.glassdoor.com/Overview/Working-at-Suprawin Technologies-EI_IE590832.htm
590745,Industrial Engineering Instruments,4.0,1,3.0,5.0,3.0,3.0,5.0,Manufacturing,Electrical & Electronic Manufacturing,www.ieicos.com,https://www.glassdoor.com/Overview/Working-at-Industrial Engineering Instruments-EI_IE590745.htm
592243,Mink7,5.0,1,4.0,4.0,5.0,4.0,4.0,Business Services,Advertising & Marketing,mink7.com,https://www.glassdoor.com/Overview/Working-at-Mink7-EI_IE592243.htm
593881,Deltazia,5.0,1,5.0,5.0,5.0,5.0,5.0,Information Technology,Computer Hardware & Software,www.deltazia.com,https://www.glassdoor.com/Overview/Working-at-Deltazia-EI_IE593881.htm
595381,Eminent Technology Solutions,2.0,1,3.0,4.0,1.0,2.0,4.0,Information Technology,Computer Hardware & Software,www.eminents.in,https://www.glassdoor.com/Overview/Working-at-Eminent Technology Solutions-EI_IE595381.htm
594887,Dpals,2.0,1,3.0,2.0,3.0,3.0,4.0,Media,Video Games,www.dpals.com,https://www.glassdoor.com/Overview/Working-at-Dpals-EI_IE594887.htm
597220,Logic & Madness Creative Labs,5.0,1,2.0,5.0,3.0,1.0,5.0,Media,Motion Picture Production & Distribution,lnmcreativelabs.in,https://www.glassdoor.com/Overview/Working-at-Logic & Madness Creative Labs-EI_IE597220.htm
597104,Sri Ishwar Hidesigns,5.0,1,5.0,5.0,5.0,5.0,5.0,Business Services,Building & Personnel Services,www.sriishwarhidesigns.com,https://www.glassdoor.com/Overview/Working-at-Sri Ishwar Hidesigns-EI_IE597104.htm
548481,Dig Design Studio,4.0,1,4.0,5.0,5.0,3.0,3.0,Information Technology,IT Services,www.digdesignstudio.com,https://www.glassdoor.com/Overview/Working-at-Dig Design Studio-EI_IE548481.htm
547417,NRI HUB,4.0,1,4.0,4.0,4.0,4.0,3.0,Real Estate,Real Estate,www.nrihub.co.in,https://www.glassdoor.com/Overview/Working-at-NRI HUB-EI_IE547417.htm
549443,Value Search Consultants,5.0,1,5.0,5.0,5.0,5.0,4.0,Business Services,Consulting,www.valuesearchconsultants.com,https://www.glassdoor.com/Overview/Working-at-Value Search Consultants-EI_IE549443.htm
550908,RNS Motors,4.0,1,3.0,4.0,4.0,3.0,3.0,Retail,Vehicle Dealers,rnsmaruti.com,https://www.glassdoor.com/Overview/Working-at-RNS Motors-EI_IE550908.htm
550457,Rohan Rajdeep Tollways,3.0,1,4.0,4.0,3.0,2.0,3.0,"Construction, Repair & Maintenance",Construction,rajdeepgroup.com,https://www.glassdoor.com/Overview/Working-at-Rohan Rajdeep Tollways-EI_IE550457.htm
550529,Bola Surendra Kamath & Sons,4.0,1,4.0,4.0,3.0,4.0,4.0,Manufacturing,Food & Beverage Manufacturing,bolasindia.com,https://www.glassdoor.com/Overview/Working-at-Bola Surendra Kamath & Sons-EI_IE550529.htm
553006,Maharaja Agrasen Hospital,3.0,1,3.0,3.0,4.0,2.0,3.0,Health Care,Health Care Services & Hospitals,www.agrasenhospital.com,https://www.glassdoor.com/Overview/Working-at-Maharaja Agrasen Hospital-EI_IE553006.htm
551112,Trig Guardforce,5.0,1,4.0,4.0,4.0,4.0,4.0,Business Services,Security Services,www.trigsecurity.in,https://www.glassdoor.com/Overview/Working-at-Trig Guardforce-EI_IE551112.htm
542846,Trident Hyundai,3.0,1,3.0,4.0,3.0,3.0,3.0,Retail,Vehicle Dealers,www.tridenthyundai.com,https://www.glassdoor.com/Overview/Working-at-Trident Hyundai-EI_IE542846.htm
543690,Vishnu Interiors,4.0,1,0.0,0.0,0.0,0.0,0.0,Business Services,Building & Personnel Services,www.vishnuinteriors.in,https://www.glassdoor.com/Overview/Working-at-Vishnu Interiors-EI_IE543690.htm
539521,Sambhram Institute of Technology,2.0,1,0.0,0.0,0.0,0.0,0.0,Education,Colleges & Universities,www.sambhram.org,https://www.glassdoor.com/Overview/Working-at-Sambhram Institute of Technology-EI_IE539521.htm
538790,Geoxoft Infomatics,3.0,1,3.0,3.0,4.0,3.0,3.0,Information Technology,IT Services,www.geoxoft.com,https://www.glassdoor.com/Overview/Working-at-Geoxoft Infomatics-EI_IE538790.htm
539636,Legalcliff Consulting,3.0,1,0.0,0.0,0.0,0.0,0.0,Accounting & Legal,Accounting,www.legalcliff.in,https://www.glassdoor.com/Overview/Working-at-Legalcliff Consulting-EI_IE539636.htm
540363,Difacto Robotics and Automation,4.0,1,5.0,5.0,5.0,3.0,4.0,Manufacturing,Industrial Manufacturing,www.difacto.com,https://www.glassdoor.com/Overview/Working-at-Difacto Robotics and Automation-EI_IE540363.htm
556846,Gomti Life Sciences India,3.0,1,2.0,4.0,2.0,1.0,3.0,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,www.gomtilifesciences.com,https://www.glassdoor.com/Overview/Working-at-Gomti Life Sciences India-EI_IE556846.htm
554806,Shaheen Talent School,4.0,1,4.0,5.0,4.0,3.0,3.0,Education,Colleges & Universities,www.shaheenpucollege.com,https://www.glassdoor.com/Overview/Working-at-Shaheen Talent School-EI_IE554806.htm
561897,Adormi.com,3.0,1,4.0,5.0,4.0,3.0,4.0,Retail,Consumer Electronics & Appliances Stores,adormi.com,https://www.glassdoor.com/Overview/Working-at-Adormi.com-EI_IE561897.htm
568123,Srinath Prabhu & Associates,2.0,1,0.0,1.0,0.0,0.0,0.0,Accounting & Legal,Accounting,,https://www.glassdoor.com/Overview/Working-at-Srinath Prabhu & Associates-EI_IE568123.htm
567491,Ever-Team,5.0,1,5.0,5.0,5.0,5.0,5.0,Education,Education Training Services,www.ever-team.com,https://www.glassdoor.com/Overview/Working-at-Ever-Team-EI_IE567491.htm
565709,Resource Development Agency,3.0,1,5.0,5.0,5.0,3.0,3.0,Business Services,Staffing & Outsourcing,www.rdain.com,https://www.glassdoor.com/Overview/Working-at-Resource Development Agency-EI_IE565709.htm
564098,Kamakshi Foods,4.0,1,3.0,5.0,4.0,3.0,4.0,Manufacturing,Food & Beverage Manufacturing,,https://www.glassdoor.com/Overview/Working-at-Kamakshi Foods-EI_IE564098.htm
564103,Reliant Renewable Energy,4.0,1,3.0,1.0,3.0,2.0,3.0,"Oil, Gas, Energy & Utilities",Energy,www.rrepl.com,https://www.glassdoor.com/Overview/Working-at-Reliant Renewable Energy-EI_IE564103.htm
498550,Kredential Marketing,3.0,1,3.0,0.0,3.0,3.0,3.0,Business Services,Advertising & Marketing,,https://www.glassdoor.com/Overview/Working-at-Kredential Marketing-EI_IE498550.htm
496993,Institute of Bioinformatics & Applied Biotechnology,4.0,1,4.0,5.0,5.0,3.0,3.0,Education,Colleges & Universities,www.ibab.ac.in,https://www.glassdoor.com/Overview/Working-at-Institute of Bioinformatics & Applied Biotechnology-EI_IE496993.htm
493128,Blossom Hospital,4.0,1,5.0,0.0,5.0,3.0,4.0,Health Care,Health Care Services & Hospitals,www.blossomhospitals.com,https://www.glassdoor.com/Overview/Working-at-Blossom Hospital-EI_IE493128.htm
491148,Googolplex,5.0,1,3.0,4.0,5.0,5.0,5.0,Information Technology,IT Services,www.googolplexcorp.com,https://www.glassdoor.com/Overview/Working-at-Googolplex-EI_IE491148.htm
502585,Touchstone Technologies,4.0,1,4.0,0.0,5.0,3.0,4.0,Information Technology,IT Services,,https://www.glassdoor.com/Overview/Working-at-Touchstone Technologies-EI_IE502585.htm
499554,ImageTalkies Films,5.0,1,5.0,0.0,5.0,4.5,5.0,Media,Motion Picture Production & Distribution,,https://www.glassdoor.com/Overview/Working-at-ImageTalkies Films-EI_IE499554.htm
510370,Brahmi Wright Technologies,5.0,1,5.0,4.0,5.0,4.0,5.0,Accounting & Legal,Accounting,www.brahmitechnologies.com,https://www.glassdoor.com/Overview/Working-at-Brahmi Wright Technologies-EI_IE510370.htm
511265,Dance With Pal,5.0,1,4.0,5.0,5.0,4.0,5.0,Consumer Services,"Health, Beauty, & Fitness",www.dancewithpal.com,https://www.glassdoor.com/Overview/Working-at-Dance With Pal-EI_IE511265.htm
509836,Trade Vision Group,3.0,1,4.0,4.0,4.0,2.0,4.0,Manufacturing,Industrial Manufacturing,www.tradevisionindia.com,https://www.glassdoor.com/Overview/Working-at-Trade Vision Group-EI_IE509836.htm
509426,Happy Creative Services,1.0,1,1.0,1.0,4.0,2.0,0.0,Business Services,Advertising & Marketing,www.thinkhappy.biz,https://www.glassdoor.com/Overview/Working-at-Happy Creative Services-EI_IE509426.htm
509508,B Fouress,4.0,1,3.0,3.0,3.0,3.0,5.0,"Construction, Repair & Maintenance",Construction,www.bflhydro.com,https://www.glassdoor.com/Overview/Working-at-B Fouress-EI_IE509508.htm
507197,Akshar Yoga,5.0,1,5.0,5.0,5.0,5.0,5.0,Consumer Services,"Health, Beauty, & Fitness",www.aksharyoga.com,https://www.glassdoor.com/Overview/Working-at-Akshar Yoga-EI_IE507197.htm
530848,Gokaldas Intimatewear,4.0,1,1.0,4.0,4.0,3.0,4.0,Manufacturing,Consumer Products Manufacturing,www.enamor.co.in,https://www.glassdoor.com/Overview/Working-at-Gokaldas Intimatewear-EI_IE530848.htm
531301,Appkix Concepts,5.0,1,4.0,5.0,5.0,5.0,5.0,Information Technology,Computer Hardware & Software,www.appkix.com,https://www.glassdoor.com/Overview/Working-at-Appkix Concepts-EI_IE531301.htm
532912,Indus Intex,4.0,1,2.0,2.0,2.0,3.0,3.0,Manufacturing,Consumer Products Manufacturing,www.indus-tex.com,https://www.glassdoor.com/Overview/Working-at-Indus Intex-EI_IE532912.htm
532611,3frames,5.0,1,5.0,5.0,5.0,3.0,5.0,Telecommunications,"Cable, Internet & Telephone Providers",www.3frameslab.com,https://www.glassdoor.com/Overview/Working-at-3frames-EI_IE532611.htm
537394,Protocol Automation Technologies,4.0,1,4.0,4.0,3.0,4.0,4.0,Information Technology,Computer Hardware & Software,www.protocolindia.com,https://www.glassdoor.com/Overview/Working-at-Protocol Automation Technologies-EI_IE537394.htm
534237,Garuda Maruti,4.0,1,4.0,4.0,4.0,5.0,4.0,Retail,Vehicle Dealers,garudamaruti.com,https://www.glassdoor.com/Overview/Working-at-Garuda Maruti-EI_IE534237.htm
527719,Subhadra Industries,5.0,1,4.0,4.0,5.0,4.0,5.0,Manufacturing,Industrial Manufacturing,www.subhadraindustries.in,https://www.glassdoor.com/Overview/Working-at-Subhadra Industries-EI_IE527719.htm
528618,Bangalore Management Academy,4.0,1,4.0,5.0,4.0,5.0,5.0,Education,Colleges & Universities,www.bmaindia.com,https://www.glassdoor.com/Overview/Working-at-Bangalore Management Academy-EI_IE528618.htm
529610,DSR Infrastructure,5.0,1,4.0,4.0,4.0,4.0,2.0,"Construction, Repair & Maintenance",Construction,www.dsrinfra.com,https://www.glassdoor.com/Overview/Working-at-DSR Infrastructure-EI_IE529610.htm
529825,Agni Instruments Engineers,3.0,1,3.0,3.0,3.0,3.0,3.0,Manufacturing,Electrical & Electronic Manufacturing,www.agnifirealarm.net,https://www.glassdoor.com/Overview/Working-at-Agni Instruments Engineers-EI_IE529825.htm
523189,Padmashree Intitute of Management and Sciences,4.0,1,4.0,4.0,3.0,4.0,4.0,Business Services,Membership Organizations,www.pgi.org,https://www.glassdoor.com/Overview/Working-at-Padmashree Intitute of Management and Sciences-EI_IE523189.htm
525749,PRERANA MOTORS,1.0,1,2.0,1.0,1.0,1.0,2.0,Retail,Vehicle Dealers,www.preranamotors.com,https://www.glassdoor.com/Overview/Working-at-PRERANA MOTORS-EI_IE525749.htm
513843,MicroFx,2.0,1,2.0,2.0,2.0,3.0,4.0,Manufacturing,Electrical & Electronic Manufacturing,www.microfx.co.in,https://www.glassdoor.com/Overview/Working-at-MicroFx-EI_IE513843.htm
511821,Rojgar Group,5.0,1,4.0,5.0,5.0,4.0,5.0,Information Technology,IT Services,www.rojgargroup.com,https://www.glassdoor.com/Overview/Working-at-Rojgar Group-EI_IE511821.htm
512435,ML Group of Companies,5.0,1,5.0,5.0,5.0,5.0,5.0,Manufacturing,Consumer Products Manufacturing,www.mlgroup.com,https://www.glassdoor.com/Overview/Working-at-ML Group of Companies-EI_IE512435.htm
516139,SERVEACE,3.0,1,3.0,3.0,3.0,3.0,3.0,Information Technology,IT Services,www.serveace.in,https://www.glassdoor.com/Overview/Working-at-SERVEACE-EI_IE516139.htm
517671,Clive Sysnet,4.0,1,3.0,4.0,3.0,3.0,3.0,Information Technology,Enterprise Software & Network Solutions,www.clivesysnet.com,https://www.glassdoor.com/Overview/Working-at-Clive Sysnet-EI_IE517671.htm
516895,Zeroin,1.0,1,1.0,2.0,1.0,1.0,1.0,Accounting & Legal,Accounting,www.zzeroin.net,https://www.glassdoor.com/Overview/Working-at-Zeroin-EI_IE516895.htm
517032,Prios Engineering,5.0,1,3.0,5.0,5.0,3.0,5.0,Business Services,Architectural & Engineering Services,www.priosengineering.com,https://www.glassdoor.com/Overview/Working-at-Prios Engineering-EI_IE517032.htm
517109,Mavenzone Entertainments,5.0,1,5.0,5.0,5.0,5.0,5.0,,,www.mavenzone.com,https://www.glassdoor.com/Overview/Working-at-Mavenzone Entertainments-EI_IE517109.htm
514965,Jus’Trufs,3.0,1,3.0,3.0,5.0,3.0,3.0,Manufacturing,Food & Beverage Manufacturing,www.justrufs.com,https://www.glassdoor.com/Overview/Working-at-Jus’Trufs-EI_IE514965.htm
514606,Supinco Automation,5.0,1,5.0,5.0,5.0,4.0,4.0,Information Technology,Computer Hardware & Software,www.supinco.com,https://www.glassdoor.com/Overview/Working-at-Supinco Automation-EI_IE514606.htm
514639,Resourcis,4.0,1,2.0,4.0,3.0,2.0,3.0,Accounting & Legal,Accounting,www.resourcis.com,https://www.glassdoor.com/Overview/Working-at-Resourcis-EI_IE514639.htm
514628,Nirantara Sevas,4.0,1,3.0,3.0,4.0,3.0,2.0,Non-Profit,Social Assistance,www.nirantara.com,https://www.glassdoor.com/Overview/Working-at-Nirantara Sevas-EI_IE514628.htm
522115,Bliss Chocolates,5.0,1,3.0,5.0,5.0,5.0,5.0,Manufacturing,Food & Beverage Manufacturing,www.blisschocolates.asia,https://www.glassdoor.com/Overview/Working-at-Bliss Chocolates-EI_IE522115.htm
522245,i360 Staffing and Training Solutions,2.0,1,2.0,1.0,1.0,3.0,3.0,Business Services,Staffing & Outsourcing,www.i360training.in,https://www.glassdoor.com/Overview/Working-at-i360 Staffing and Training Solutions-EI_IE522245.htm
520033,ScribeTech (India) Pvt,3.0,1,3.0,3.0,3.0,3.0,3.0,,,www.scribetech.co.uk,https://www.glassdoor.com/Overview/Working-at-ScribeTech (India) Pvt-EI_IE520033.htm
519337,India Telecom Infra Limited (ITIL),3.0,1,1.0,3.0,1.0,3.0,2.0,,,www.indiateleinfra.com,https://www.glassdoor.com/Overview/Working-at-India Telecom Infra Limited (ITIL)-EI_IE519337.htm
518408,Castaliaz Technologies,4.0,1,4.0,4.0,4.0,4.0,5.0,Business Services,Consulting,www.castaliaz.co.in,https://www.glassdoor.com/Overview/Working-at-Castaliaz Technologies-EI_IE518408.htm
402355,Fowler Westrup,3.0,1,4.0,3.0,3.0,3.0,3.0,Manufacturing,Industrial Manufacturing,www.fowlerwestrup.com,https://www.glassdoor.com/Overview/Working-at-Fowler Westrup-EI_IE402355.htm
396221,Aumega Networks,3.0,1,4.5,0.0,5.0,3.0,3.5,Information Technology,Computer Hardware & Software,www.aumeganetworks.com,https://www.glassdoor.com/Overview/Working-at-Aumega Networks-EI_IE396221.htm
408749,Classy Craze,4.0,1,4.5,0.0,4.0,4.5,3.0,Media,Publishing,,https://www.glassdoor.com/Overview/Working-at-Classy Craze-EI_IE408749.htm
